geoid,geoName,totalPop,medianAge,medianIncome
48477,"Washington County, Texas",35807,41.9,70043
48479,"Webb County, Texas",267282,29.4,59984
48481,"Wharton County, Texas",41614,37.7,59712
48483,"Wheeler County, Texas",4980,40,58158
48485,"Wichita County, Texas",129584,34.8,58862
48487,"Wilbarger County, Texas",12795,37.2,50769
48489,"Willacy County, Texas",20308,33.7,42839
48491,"Williamson County, Texas",617396,36.9,102851
48493,"Wilson County, Texas",50381,39.9,89708
48495,"Winkler County, Texas",7582,36.2,89155
48497,"Wise County, Texas",70062,39.3,85385
48499,"Wood County, Texas",45341,48.4,61748
48501,"Yoakum County, Texas",7630,30,80317
48503,"Young County, Texas",17903,40.3,65565
48505,"Zapata County, Texas",13896,30.9,35061
48507,"Zavala County, Texas",9700,33.2,49243
49001,"Beaver County, Utah",7102,33.8,80268
49003,"Box Elder County, Utah",58291,33.1,72769
49005,"Cache County, Utah",134428,25.5,72719
49007,"Carbon County, Utah",20338,37.8,53734
49009,"Daggett County, Utah",638,43.3,61250
49011,"Davis County, Utah",363032,32,101285
49013,"Duchesne County, Utah",19779,33.1,70821
49015,"Emery County, Utah",9898,38.4,67056
49017,"Garfield County, Utah",5121,40.4,56481
49019,"Grand County, Utah",9680,40.3,59171
49021,"Iron County, Utah",58068,29.5,63005
49023,"Juab County, Utah",11943,30.1,88048
49025,"Kane County, Utah",7814,42.9,70327
49027,"Millard County, Utah",13027,34.4,69403
49029,"Morgan County, Utah",12367,32.1,120854
49031,"Piute County, Utah",1764,49.5,33359
49033,"Rich County, Utah",2543,33.9,69250
49035,"Salt Lake County, Utah",1180643,33.4,90011
49037,"San Juan County, Utah",14524,33.2,52108
49039,"Sanpete County, Utah",28816,33.1,64356
49041,"Sevier County, Utah",21667,36.2,66972
49043,"Summit County, Utah",42524,40.5,126392
49045,"Tooele County, Utah",74032,31.7,95545
49047,"Uintah County, Utah",35951,32.4,67983
49049,"Utah County, Utah",666021,25.2,91263
49051,"Wasatch County, Utah",35009,35.5,104855
49053,"Washington County, Utah",183297,38.6,71976
49055,"Wayne County, Utah",2532,43,64870
49057,"Weber County, Utah",262960,33.2,82291
50001,"Addison County, Vermont",37434,43.9,85870
50003,"Bennington County, Vermont",37326,46.7,68558
50005,"Caledonia County, Vermont",30418,45.4,62964
50007,"Chittenden County, Vermont",168309,36.7,89494
50009,"Essex County, Vermont",5976,51.6,55247
50011,"Franklin County, Vermont",50101,40.6,73633
50013,"Grand Isle County, Vermont",7335,48.6,86639
50015,"Lamoille County, Vermont",25977,41,69886
50017,"Orange County, Vermont",29439,46.6,74534
50019,"Orleans County, Vermont",27459,45.6,63981
50021,"Rutland County, Vermont",60585,47.7,62641
50023,"Washington County, Vermont",59768,43.8,77278
50025,"Windham County, Vermont",45857,47,65473
50027,"Windsor County, Vermont",57832,47.8,69492
51001,"Accomack County, Virginia",33367,47.3,52694
51003,"Albemarle County, Virginia",112513,39.7,97708
51005,"Alleghany County, Virginia",15159,48,52546
51007,"Amelia County, Virginia",13309,45.1,63438
51009,"Amherst County, Virginia",31426,43.9,64454
51011,"Appomattox County, Virginia",16253,43.1,60041
51013,"Arlington County, Virginia",235845,35.3,137387
51015,"Augusta County, Virginia",77433,44.8,76124
51017,"Bath County, Virginia",4177,51.8,55699
51019,"Bedford County, Virginia",79761,46.8,74773
51021,"Bland County, Virginia",6241,46.4,59901
51023,"Botetourt County, Virginia",33734,47.5,77680
51025,"Brunswick County, Virginia",15965,44.6,52678
51027,"Buchanan County, Virginia",20246,47.6,39591
51029,"Buckingham County, Virginia",16869,43.3,59894
51031,"Campbell County, Virginia",55518,43.1,59022
51033,"Caroline County, Virginia",31181,39.2,83562
51035,"Carroll County, Virginia",29126,48.7,49113
51036,"Charles City County, Virginia",6760,52,65573
51037,"Charlotte County, Virginia",11563,45.4,51548
51041,"Chesterfield County, Virginia",366019,38.9,95757
51043,"Clarke County, Virginia",14882,48.4,107475
51045,"Craig County, Virginia",4898,46.1,66286
51047,"Culpeper County, Virginia",52822,39.5,92359
51049,"Cumberland County, Virginia",9697,46.3,56497
51051,"Dickenson County, Virginia",14089,45.5,40143
51053,"Dinwiddie County, Virginia",28057,43.4,77225
51057,"Essex County, Virginia",10602,46.9,52335
51059,"Fairfax County, Virginia",1145354,38.6,145165
51061,"Fauquier County, Virginia",73290,40.8,122785
51063,"Floyd County, Virginia",15532,48.4,57146
51065,"Fluvanna County, Virginia",27442,43.1,90766
51067,"Franklin County, Virginia",54838,48.4,66275
51069,"Frederick County, Virginia",92007,40.6,92443
51071,"Giles County, Virginia",16711,45.4,61987
51073,"Gloucester County, Virginia",38875,44.3,83750
51075,"Goochland County, Virginia",24906,49,105600
51077,"Grayson County, Virginia",15356,49,43348
51079,"Greene County, Virginia",20631,41.7,81338
51081,"Greensville County, Virginia",11373,40.8,51823
51083,"Halifax County, Virginia",34013,46.6,49145
51085,"Hanover County, Virginia",110513,42.4,104678
51087,"Henrico County, Virginia",333120,39.3,82424
51089,"Henry County, Virginia",50760,48.3,43694
51091,"Highland County, Virginia",2247,58,57070
51093,"Isle of Wight County, Virginia",38898,44.2,91680
51095,"James City County, Virginia",78818,47.1,100711
51097,"King and Queen County, Virginia",6681,47.4,70147
51099,"King George County, Virginia",26985,38.3,103264
51101,"King William County, Virginia",17845,40.8,79398
51103,"Lancaster County, Virginia",10866,59.2,62674
51105,"Lee County, Virginia",22287,45.2,41619
51107,"Loudoun County, Virginia",420773,37.3,170463
51109,"Louisa County, Virginia",38106,45,76594
51111,"Lunenburg County, Virginia",11988,44,54438
51113,"Madison County, Virginia",13828,46.6,74586
51115,"Mathews County, Virginia",8537,53.7,79054
51117,"Mecklenburg County, Virginia",30367,48.6,51265
51119,"Middlesex County, Virginia",10738,54.9,69389
51121,"Montgomery County, Virginia",99373,29.7,65270
51125,"Nelson County, Virginia",14773,50.7,64028
51127,"New Kent County, Virginia",23296,43.2,113120
51131,"Northampton County, Virginia",12132,51.3,54693
51133,"Northumberland County, Virginia",12007,59,64655
51135,"Nottoway County, Virginia",15638,41.3,62366
51137,"Orange County, Virginia",36593,42.8,87309
51139,"Page County, Virginia",23753,45.3,56760
51141,"Patrick County, Virginia",17660,50.9,49180
51143,"Pittsylvania County, Virginia",60541,48,52619
51145,"Powhatan County, Virginia",30503,45.6,108089
51147,"Prince Edward County, Virginia",21922,32,57304
51149,"Prince George County, Virginia",42634,34.2,80318
51153,"Prince William County, Virginia",481114,35.8,123193
51155,"Pulaski County, Virginia",33841,47.2,59740
51157,"Rappahannock County, Virginia",7422,50,98663
51159,"Richmond County, Virginia",8968,46.1,62708
51161,"Roanoke County, Virginia",96653,43.6,80872
51163,"Rockbridge County, Virginia",22673,49.4,61903
51165,"Rockingham County, Virginia",83905,40.5,73232
51167,"Russell County, Virginia",25763,46.6,44088
51169,"Scott County, Virginia",21536,47.7,44535
51171,"Shenandoah County, Virginia",44337,43.6,62149
51173,"Smyth County, Virginia",29799,46.2,45061
51175,"Southampton County, Virginia",18003,47,67813
51177,"Spotsylvania County, Virginia",141097,38.1,105068
51179,"Stafford County, Virginia",157606,36.4,128036
51181,"Surry County, Virginia",6546,50.5,68655
51183,"Sussex County, Virginia",10866,40.4,59195
51185,"Tazewell County, Virginia",40392,44.6,46508
51187,"Warren County, Virginia",40800,40.9,79313
51191,"Washington County, Virginia",53985,46.8,59116
51193,"Westmoreland County, Virginia",18480,47.9,56647
51195,"Wise County, Virginia",36105,42,47541
51197,"Wythe County, Virginia",28275,45.6,53921
51199,"York County, Virginia",70238,39.7,105154
51510,"Alexandria city, Virginia",157594,37.4,113179
51520,"Bristol city, Virginia",17036,43.7,45250
51530,"Buena Vista city, Virginia",6639,35.3,48783
51540,"Charlottesville city, Virginia",46289,32.4,67177
51550,"Chesapeake city, Virginia",249377,37.4,92703
51570,"Colonial Heights city, Virginia",18158,38.4,72216
51580,"Covington city, Virginia",5722,41.9,45737
51590,"Danville city, Virginia",42507,41,41484
51595,"Emporia city, Virginia",5680,39.9,41442
51600,"Fairfax city, Virginia",24242,37.5,128708
51610,"Falls Church city, Virginia",14576,38.8,164536
51620,"Franklin city, Virginia",8194,38.8,57537
51630,"Fredericksburg city, Virginia",28258,30.9,83445
51640,"Galax city, Virginia",6687,42.6,44612
51650,"Hampton city, Virginia",137217,36.5,64430
51660,"Harrisonburg city, Virginia",51784,25.4,56050
51670,"Hopewell city, Virginia",23046,35.7,50661
51678,"Lexington city, Virginia",7346,22.7,93651
51680,"Lynchburg city, Virginia",79166,28.4,56243
51683,"Manassas city, Virginia",42620,35.1,110559
51685,"Manassas Park city, Virginia",17123,35.8,91673
51690,"Martinsville city, Virginia",13539,39.9,39127
51700,"Newport News city, Virginia",185118,34.1,63355
51710,"Norfolk city, Virginia",236973,32.2,60998
51720,"Norton city, Virginia",3668,43.6,36974
51730,"Petersburg city, Virginia",33261,36.6,46930
51735,"Poquoson city, Virginia",12479,42.4,114503
51740,"Portsmouth city, Virginia",97384,35.6,57154
51750,"Radford city, Virginia",16379,23.3,51039
51760,"Richmond city, Virginia",227171,34.5,59606
51770,"Roanoke city, Virginia",99213,38.1,51523
51775,"Salem city, Virginia",25372,40.8,68402
51790,"Staunton city, Virginia",25581,41,59731
51800,"Suffolk city, Virginia",94856,38.5,87758
51810,"Virginia Beach city, Virginia",457900,37.1,87544
51820,"Waynesboro city, Virginia",22341,38.7,52519
51830,"Williamsburg city, Virginia",15486,24.6,66815
51840,"Winchester city, Virginia",28103,36.6,62495
53001,"Adams County, Washington",20557,29,63105
53003,"Asotin County, Washington",22370,45.4,63724
53005,"Benton County, Washington",207560,36.1,83778
53007,"Chelan County, Washington",79076,40.1,71876
53009,"Clallam County, Washington",77333,51.2,66108
53011,"Clark County, Washington",504091,38.8,90115
53013,"Columbia County, Washington",3980,50.8,68825
53015,"Cowlitz County, Washington",110621,40.8,70912
53017,"Douglas County, Washington",43189,37.8,79422
53019,"Ferry County, Washington",7260,51.8,50424
53021,"Franklin County, Washington",96692,30.6,77877
53023,"Garfield County, Washington",2310,49.9,57958
53025,"Grant County, Washington",99145,33.2,66387
53027,"Grays Harbor County, Washington",75672,44.4,59105
53029,"Island County, Washington",86510,44.2,82850
53031,"Jefferson County, Washington",33006,59.4,64796
53033,"King County, Washington",2254371,37.2,116340
53035,"Kitsap County, Washington",275411,39.7,93675
53037,"Kittitas County, Washington",44424,36.4,66800
53039,"Klickitat County, Washington",22798,47,66581
53041,"Lewis County, Washington",82663,42.4,67247
53043,"Lincoln County, Washington",11036,46.7,68172
53045,"Mason County, Washington",66053,45.1,74388
53047,"Okanogan County, Washington",42336,42.9,58218
53049,"Pacific County, Washington",23396,54.7,58889
53051,"Pend Oreille County, Washington",13570,50.4,59353
53053,"Pierce County, Washington",918993,36.5,91486
53055,"San Juan County, Washington",18001,56.5,76745
53057,"Skagit County, Washington",129480,41.5,82029
53059,"Skamania County, Washington",12118,46.6,84500
53061,"Snohomish County, Washington",828337,38.3,104083
53063,"Spokane County, Washington",538711,38,70394
53065,"Stevens County, Washington",46774,46.9,62381
53067,"Thurston County, Washington",294272,39.5,88895
53069,"Wahkiakum County, Washington",4476,56.3,59167
53071,"Walla Walla County, Washington",62150,38,66635
53073,"Whatcom County, Washington",226523,37.8,77581
53075,"Whitman County, Washington",47141,26,49345
53077,"Yakima County, Washington",256143,33,64910
54001,"Barbour County, West Virginia",15527,42.6,44341
54003,"Berkeley County, West Virginia",123283,38.8,73619
54005,"Boone County, West Virginia",21705,44.8,56182
54007,"Braxton County, West Virginia",12505,46.8,42245
54009,"Brooke County, West Virginia",22349,46.4,51963
54011,"Cabell County, West Virginia",93965,39.1,48944
54013,"Calhoun County, West Virginia",6279,48.3,39031
54015,"Clay County, West Virginia",8049,45,41530
54017,"Doddridge County, West Virginia",7847,46.1,56587
54019,"Fayette County, West Virginia",40545,44.7,50090
54021,"Gilmer County, West Virginia",7444,40.5,51552
54023,"Grant County, West Virginia",11034,46.2,52877
54025,"Greenbrier County, West Virginia",32995,46.6,45519
54027,"Hampshire County, West Virginia",23275,47.7,55222
54029,"Hancock County, West Virginia",28907,47.1,57515
54031,"Hardy County, West Virginia",14249,45.2,49205
54033,"Harrison County, West Virginia",65862,42.4,56184
54035,"Jackson County, West Virginia",27868,43.3,55173
54037,"Jefferson County, West Virginia",58043,41,93744
54039,"Kanawha County, West Virginia",179895,43.6,55226
54041,"Lewis County, West Virginia",16920,43.5,50552
54043,"Lincoln County, West Virginia",20410,43.7,50985
54045,"Logan County, West Virginia",32350,44.1,42194
54047,"McDowell County, West Virginia",18911,45.3,28235
54049,"Marion County, West Virginia",56194,40.3,59974
54051,"Marshall County, West Virginia",30509,46.4,58129
54053,"Mason County, West Virginia",25488,44.2,53058
54055,"Mercer County, West Virginia",59530,43.3,46409
54057,"Mineral County, West Virginia",26957,44.6,64728
54059,"Mingo County, West Virginia",23466,44.3,38305
54061,"Monongalia County, West Virginia",105988,32.2,60893
54063,"Monroe County, West Virginia",12438,45.9,52392
54065,"Morgan County, West Virginia",17237,48.6,61021
54067,"Nicholas County, West Virginia",24624,45.4,48826
54069,"Ohio County, West Virginia",42224,43.1,55521
54071,"Pendleton County, West Virginia",6156,50.9,52458
54073,"Pleasants County, West Virginia",7622,43.6,59666
54075,"Pocahontas County, West Virginia",7940,49.4,41680
54077,"Preston County, West Virginia",34206,42.5,60136
54079,"Putnam County, West Virginia",57347,42.2,75725
54081,"Raleigh County, West Virginia",74303,42.6,47975
54083,"Randolph County, West Virginia",28005,44.6,51186
54085,"Ritchie County, West Virginia",8507,46.6,48973
54087,"Roane County, West Virginia",14027,46.1,41299
54089,"Summers County, West Virginia",11985,49.9,42991
54091,"Taylor County, West Virginia",16602,44.3,52946
54093,"Tucker County, West Virginia",6747,50.9,54053
54095,"Tyler County, West Virginia",8336,48.6,59167
54097,"Upshur County, West Virginia",23875,42,49663
54099,"Wayne County, West Virginia",38933,44.5,52694
54101,"Webster County, West Virginia",8362,47.8,43409
54103,"Wetzel County, West Virginia",14431,46,50715
54105,"Wirt County, West Virginia",5202,46.6,52776
54107,"Wood County, West Virginia",84272,43.8,54350
54109,"Wyoming County, West Virginia",21237,45.4,44510
55001,"Adams County, Wisconsin",20730,55.1,55223
55003,"Ashland County, Wisconsin",16041,42.2,57000
55005,"Barron County, Wisconsin",46683,44.6,59379
55007,"Bayfield County, Wisconsin",16214,53.6,67266
55009,"Brown County, Wisconsin",268393,37.8,74066
55011,"Buffalo County, Wisconsin",13329,46.4,64238
55013,"Burnett County, Wisconsin",16561,54.4,60466
55015,"Calumet County, Wisconsin",52361,41.7,84151
55017,"Chippewa County, Wisconsin",66254,41.4,69815
55019,"Clark County, Wisconsin",34703,37.1,63187
55021,"Columbia County, Wisconsin",58272,42.8,79271
55023,"Crawford County, Wisconsin",16123,47.2,60823
55025,"Dane County, Wisconsin",559891,35.5,84297
55027,"Dodge County, Wisconsin",89032,42.7,71747
55029,"Door County, Wisconsin",30038,53.6,68257
55031,"Douglas County, Wisconsin",44092,42.6,64682
55033,"Dunn County, Wisconsin",45221,35.4,69721
55035,"Eau Claire County, Wisconsin",105697,35.5,70127
55037,"Florence County, Wisconsin",4574,54.1,58049
55039,"Fond du Lac County, Wisconsin",104027,41.9,70368
55041,"Forest County, Wisconsin",9239,48.7,55552
55043,"Grant County, Wisconsin",51842,36.8,63497
55045,"Green County, Wisconsin",37066,43,76080
55047,"Green Lake County, Wisconsin",19093,45.3,66395
55049,"Iowa County, Wisconsin",23766,43.5,79226
55051,"Iron County, Wisconsin",6136,56.1,55777
55053,"Jackson County, Wisconsin",20958,42.2,64630
55055,"Jefferson County, Wisconsin",85932,41.5,77018
55057,"Juneau County, Wisconsin",26695,45.7,63455
55059,"Kenosha County, Wisconsin",168693,38.9,76583
55061,"Kewaunee County, Wisconsin",20570,44.4,77610
55063,"La Crosse County, Wisconsin",120216,36.6,68731
55065,"Lafayette County, Wisconsin",16716,41.7,69293
55067,"Langlade County, Wisconsin",19512,48.6,55091
55069,"Lincoln County, Wisconsin",28402,49.1,64314
55071,"Manitowoc County, Wisconsin",81242,45,66412
55073,"Marathon County, Wisconsin",137820,41,73248
55075,"Marinette County, Wisconsin",41827,48.8,60347
55077,"Marquette County, Wisconsin",15619,50.4,59748
55078,"Menominee County, Wisconsin",4279,32.1,62194
55079,"Milwaukee County, Wisconsin",933063,35.3,59319
55081,"Monroe County, Wisconsin",46208,39.7,66451
55083,"Oconto County, Wisconsin",39048,47.5,73611
55085,"Oneida County, Wisconsin",37799,51.8,66111
55087,"Outagamie County, Wisconsin",190611,38.5,78705
55089,"Ozaukee County, Wisconsin",91745,43.8,92258
55091,"Pepin County, Wisconsin",7363,46.3,70833
55093,"Pierce County, Wisconsin",42187,37.7,82996
55095,"Polk County, Wisconsin",45128,46.5,74142
55097,"Portage County, Wisconsin",70281,37.8,71301
55099,"Price County, Wisconsin",14066,52.1,55822
55101,"Racine County, Wisconsin",197068,40.2,72658
55103,"Richland County, Wisconsin",17256,46.5,61985
55105,"Rock County, Wisconsin",163817,40,70630
55107,"Rusk County, Wisconsin",14179,49,57473
55109,"St. Croix County, Wisconsin",93752,39.7,97950
55111,"Sauk County, Wisconsin",65664,41.1,72930
55113,"Sawyer County, Wisconsin",18057,51.4,57519
55115,"Shawano County, Wisconsin",40848,45.4,65493
55117,"Sheboygan County, Wisconsin",117741,41.5,68969
55119,"Taylor County, Wisconsin",19979,44,61360
55121,"Trempealeau County, Wisconsin",30679,40.9,68474
55123,"Vernon County, Wisconsin",30811,41.3,65177
55125,"Vilas County, Wisconsin",23146,55.3,63726
55127,"Walworth County, Wisconsin",105127,40.7,75172
55129,"Washburn County, Wisconsin",16685,52.2,58504
55131,"Washington County, Wisconsin",136842,43.4,91915
55133,"Waukesha County, Wisconsin",407290,43.3,101639
55135,"Waupaca County, Wisconsin",51822,45.3,69198
55137,"Waushara County, Wisconsin",24672,49.9,61033
55139,"Winnebago County, Wisconsin",171197,38.4,70041
55141,"Wood County, Wisconsin",74138,43.9,63273
56001,"Albany County, Wyoming",37525,28.3,55887
56003,"Big Horn County, Wyoming",11690,40.9,61262
56005,"Campbell County, Wyoming",46857,35.5,93315
56007,"Carbon County, Wyoming",14609,39.5,65196
56009,"Converse County, Wyoming",13729,41.1,79235
56011,"Crook County, Wyoming",7258,44.2,68876
56013,"Fremont County, Wyoming",39402,38.9,60030
56015,"Goshen County, Wyoming",12592,43.9,62356
56017,"Hot Springs County, Wyoming",4616,45.8,64031
56019,"Johnson County, Wyoming",8536,46.1,60667
56021,"Laramie County, Wyoming",100316,38,76282
56023,"Lincoln County, Wyoming",19794,40.7,83033
56025,"Natrona County, Wyoming",79506,37.7,69104
56027,"Niobrara County, Wyoming",2460,43.6,54375
56029,"Park County, Wyoming",29878,45,66754
56031,"Platte County, Wyoming",8618,49.1,64753
56033,"Sheridan County, Wyoming",31176,42.8,68898
56035,"Sublette County, Wyoming",8801,41.7,85960
56037,"Sweetwater County, Wyoming",42079,37.1,79375
56039,"Teton County, Wyoming",23346,39.9,108279
56041,"Uinta County, Wyoming",20546,36,78164
56043,"Washakie County, Wyoming",7725,44.3,61875
56045,"Weston County, Wyoming",6870,43.1,71800
72001,"Adjuntas Municipio, Puerto Rico",17972,43.8,17659
72003,"Aguada Municipio, Puerto Rico",37998,45.4,20301
72005,"Aguadilla Municipio, Puerto Rico",54752,44,18348
72007,"Aguas Buenas Municipio, Puerto Rico",24136,44.2,23160
72009,"Aibonito Municipio, Puerto Rico",24555,45.8,22511
72011,"Añasco Municipio, Puerto Rico",25497,45,22673
72013,"Arecibo Municipio, Puerto Rico",87217,44.6,21799
72015,"Arroyo Municipio, Puerto Rico",15797,41.9,18496
72017,"Barceloneta Municipio, Puerto Rico",22604,42.7,20282
72019,"Barranquitas Municipio, Puerto Rico",28899,38.9,21262
72021,"Bayamón Municipio, Puerto Rico",184326,43.7,29403
72023,"Cabo Rojo Municipio, Puerto Rico",46983,46.3,23077
72025,"Caguas Municipio, Puerto Rico",126772,43.8,29279
72027,"Camuy Municipio, Puerto Rico",32733,44.5,23263
72029,"Canóvanas Municipio, Puerto Rico",42218,41.8,26021
72031,"Carolina Municipio, Puerto Rico",154126,44.3,32888
72033,"Cataño Municipio, Puerto Rico",23060,42.9,22407
72035,"Cayey Municipio, Puerto Rico",41509,44.6,26704
72037,"Ceiba Municipio, Puerto Rico",11256,45.6,22945
72039,"Ciales Municipio, Puerto Rico",16924,44.9,19618
72041,"Cidra Municipio, Puerto Rico",39831,42.9,25580
72043,"Coamo Municipio, Puerto Rico",34557,44.5,20569
72045,"Comerío Municipio, Puerto Rico",18817,41.7,16153
72047,"Corozal Municipio, Puerto Rico",34459,41.9,21670
72049,"Culebra Municipio, Puerto Rico",1186,44.6,25483
72051,"Dorado Municipio, Puerto Rico",35786,42.5,31485
72053,"Fajardo Municipio, Puerto Rico",31984,43.7,24309
72054,"Florida Municipio, Puerto Rico",11641,40.7,21560
72055,"Guánica Municipio, Puerto Rico",13682,45,14525
72057,"Guayama Municipio, Puerto Rico",36365,40.7,19165
72059,"Guayanilla Municipio, Puerto Rico",17670,42.6,21312
72061,"Guaynabo Municipio, Puerto Rico",89554,46.3,43304
72063,"Gurabo Municipio, Puerto Rico",40517,41.2,39533
72065,"Hatillo Municipio, Puerto Rico",38330,44.6,24407
72067,"Hormigueros Municipio, Puerto Rico",15571,49,22542
72069,"Humacao Municipio, Puerto Rico",50729,45.9,25940
72071,"Isabela Municipio, Puerto Rico",42817,44.3,19965
72073,"Jayuya Municipio, Puerto Rico",14726,41.7,18363
72075,"Juana Díaz Municipio, Puerto Rico",46333,41.6,23035
72077,"Juncos Municipio, Puerto Rico",36928,40.1,25931
72079,"Lajas Municipio, Puerto Rico",23202,47.4,17131
72081,"Lares Municipio, Puerto Rico",27990,44.6,18844
72083,"Las Marías Municipio, Puerto Rico",8826,43.9,16506
72085,"Las Piedras Municipio, Puerto Rico",35099,42.6,23193
72087,"Loíza Municipio, Puerto Rico",23580,42.8,21306
72089,"Luquillo Municipio, Puerto Rico",17716,44.5,22585
72091,"Manatí Municipio, Puerto Rico",39310,44.2,20385
72093,"Maricao Municipio, Puerto Rico",5354,45.8,20133
72095,"Maunabo Municipio, Puerto Rico",10563,46.2,21951
72097,"Mayagüez Municipio, Puerto Rico",72721,42.8,16788
72099,"Moca Municipio, Puerto Rico",37363,42.1,20331
72101,"Morovis Municipio, Puerto Rico",28659,41.5,22282
72103,"Naguabo Municipio, Puerto Rico",23340,39.8,20486
72105,"Naranjito Municipio, Puerto Rico",29153,42.4,20616
72107,"Orocovis Municipio, Puerto Rico",21378,41.7,16869
72109,"Patillas Municipio, Puerto Rico",15927,46.9,20778
72111,"Peñuelas Municipio, Puerto Rico",20298,40.6,20072
72113,"Ponce Municipio, Puerto Rico",136542,43.5,18994
72115,"Quebradillas Municipio, Puerto Rico",23540,43.7,20209
72117,"Rincón Municipio, Puerto Rico",15164,48.8,26771
72119,"Río Grande Municipio, Puerto Rico",46838,43.8,25963
72121,"Sabana Grande Municipio, Puerto Rico",22639,44.9,20464
72123,"Salinas Municipio, Puerto Rico",25688,42.8,20123
72125,"San Germán Municipio, Puerto Rico",31680,46.2,17862
72127,"San Juan Municipio, Puerto Rico",340903,45,26111
72129,"San Lorenzo Municipio, Puerto Rico",37552,43.8,19629
72131,"San Sebastián Municipio, Puerto Rico",39183,46,17557
72133,"Santa Isabel Municipio, Puerto Rico",20207,40.6,22680
72135,"Toa Alta Municipio, Puerto Rico",66699,41.1,32456
72137,"Toa Baja Municipio, Puerto Rico",74854,42.6,28719
72139,"Trujillo Alto Municipio, Puerto Rico",67497,42.7,35821
72141,"Utuado Municipio, Puerto Rico",28155,45.8,17164
72143,"Vega Alta Municipio, Puerto Rico",35279,41.6,24778
72145,"Vega Baja Municipio, Puerto Rico",54182,43.9,23701
72147,"Vieques Municipio, Puerto Rico",8199,45.3,17062
72149,"Villalba Municipio, Puerto Rico",21984,43,22461
72151,"Yabucoa Municipio, Puerto Rico",30313,46,19972
72153,"Yauco Municipio, Puerto Rico",33988,46.2,19827
